City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,Month
Chandigarh,2019-10-26,104.11,150.29,12.26,6.84,13.52,6.22,0.82,10.29,18.17,3.0,6.19,231.0,Poor,10
Chandigarh,2019-10-27,122.16,180.25,7.8,16.3,11.84,7.79,0.73,9.92,17.49,3.04,5.9,253.0,Poor,10
Chandigarh,2019-10-28,154.85,224.22,33.17,13.6,33.08,27.94,0.82,9.24,16.2,3.21,6.21,335.0,Very Poor,10
Chandigarh,2019-10-29,110.06,184.04,36.29,19.43,43.39,40.84,1.29,9.28,14.68,3.47,8.34,268.0,Poor,10
Chandigarh,2019-10-30,108.09,181.54,17.27,11.43,20.99,22.6,1.01,8.21,22.36,3.42,7.81,270.0,Poor,10
Chandigarh,2019-10-31,109.17,169.19,9.28,10.06,13.98,12.73,0.99,8.87,24.24,3.29,6.73,262.0,Poor,10
Chandigarh,2019-11-01,112.71,190.12,7.24,13.46,14.1,12.82,0.89,8.29,26.53,3.43,6.82,270.0,Poor,11
Chandigarh,2019-11-02,123.26,190.28,14.3,11.76,18.63,19.21,1.02,9.04,14.22,4.25,7.47,297.0,Poor,11
Chandigarh,2019-11-03,135.98,215.41,4.69,8.11,5.18,5.93,0.98,11.2,18.42,5.01,7.34,283.0,Poor,11
Chandigarh,2019-11-04,114.56,166.58,4.58,6.33,7.82,4.2,0.69,9.56,16.51,4.44,6.1,322.0,Very Poor,11
Chandigarh,2019-11-05,53.96,115.54,7.09,6.08,9.39,6.12,0.54,9.81,17.46,4.09,4.62,148.0,Moderate,11
Chandigarh,2019-11-06,58.85,125.5,15.47,7.78,13.85,17.58,1.02,11.69,9.64,3.88,7.38,117.0,Moderate,11
Chandigarh,2019-11-07,46.3,84.99,15.71,9.68,14.7,17.99,0.79,8.19,7.92,3.67,6.04,100.0,Satisfactory,11
Chandigarh,2019-11-08,45.3,72.48,38.26,8.67,35.9,7.29,0.74,9.2,9.4,3.36,4.68,82.0,Satisfactory,11
Chandigarh,2019-11-15,96.95,162.86,4.57,17.22,13.93,1.0,0.85,10.64,12.77,1.5,5.61,245.0,Poor,11
Chandigarh,2019-11-16,63.35,122.19,3.11,10.68,13.76,0.7,0.5,8.08,17.52,1.19,3.48,165.0,Moderate,11
Chandigarh,2019-11-17,42.54,70.69,3.11,9.85,12.88,0.65,0.42,9.32,17.13,1.03,2.63,94.0,Satisfactory,11
Chandigarh,2019-11-18,61.85,100.77,5.34,25.44,28.08,6.43,0.67,9.22,14.66,1.15,3.57,87.0,Satisfactory,11
Chandigarh,2019-11-23,84.1,125.61,1.32,17.06,18.48,9.59,0.53,9.45,8.15,6.91,1.82,256.0,Poor,11
Chandigarh,2019-11-24,44.9,76.48,2.6,18.03,20.07,5.0,0.45,10.79,8.99,5.24,1.92,107.0,Moderate,11
Chandigarh,2019-11-25,46.55,93.05,17.99,51.27,68.73,5.0,0.87,11.2,7.16,6.89,2.25,80.0,Satisfactory,11
Chandigarh,2019-11-26,61.28,138.26,16.84,48.98,66.05,5.0,0.84,9.71,4.22,7.59,2.31,111.0,Moderate,11
Chandigarh,2019-11-27,32.56,64.7,18.8,52.22,70.53,5.0,0.85,10.94,5.34,7.25,2.22,88.0,Satisfactory,11
Chandigarh,2019-11-28,42.0,74.34,28.32,29.43,51.8,5.0,0.85,10.01,5.92,8.14,1.73,100.0,Satisfactory,11
Chandigarh,2019-11-29,50.57,91.07,40.39,8.06,36.97,5.0,0.88,10.77,7.12,9.66,0.67,95.0,Satisfactory,11
Chandigarh,2019-11-30,55.52,105.75,27.53,10.22,27.17,5.0,0.77,10.78,8.14,7.55,0.45,92.0,Satisfactory,11
Chandigarh,2019-12-01,59.05,98.34,8.75,12.28,13.41,5.0,0.73,10.18,10.13,7.16,0.41,107.0,Moderate,12
Chandigarh,2019-12-02,78.39,120.04,11.61,11.11,14.88,5.0,0.61,8.67,11.23,6.4,0.31,122.0,Moderate,12
Chandigarh,2019-12-03,81.14,140.46,25.39,15.46,27.98,5.0,0.77,6.36,12.77,7.0,0.39,166.0,Moderate,12
Chandigarh,2019-12-04,91.88,171.84,59.58,13.5,52.75,24.2,1.3,9.59,12.55,10.0,0.86,199.0,Moderate,12
Chandigarh,2019-12-05,92.12,167.97,70.94,5.08,59.09,35.57,1.25,9.06,13.89,10.36,0.92,204.0,Poor,12
Chandigarh,2019-12-06,77.58,135.81,44.31,10.6,41.3,44.06,0.96,10.33,9.78,8.15,0.65,186.0,Moderate,12
Chandigarh,2019-12-07,69.8,133.11,43.97,12.89,42.09,49.26,1.0,10.46,8.77,8.82,0.64,139.0,Moderate,12
Chandigarh,2019-12-08,69.48,111.77,33.52,14.4,33.18,40.21,0.87,10.54,10.45,2.09,0.48,142.0,Moderate,12
Chandigarh,2019-12-09,97.55,196.46,29.9,21.94,34.45,36.14,0.92,11.4,8.56,3.31,0.46,157.0,Moderate,12
Chandigarh,2019-12-10,90.07,153.17,27.56,20.88,32.57,35.75,0.86,11.91,8.73,3.3,0.43,218.0,Poor,12
Chandigarh,2019-12-11,119.05,175.51,33.79,21.97,38.56,45.27,1.06,10.15,7.86,3.43,0.65,211.0,Poor,12
Chandigarh,2019-12-12,108.0,141.0,34.59,23.28,40.18,47.58,1.01,8.2,8.47,3.49,0.63,307.0,Very Poor,12
Chandigarh,2019-12-13,21.86,53.35,6.07,14.69,12.52,46.26,0.4,7.97,13.21,3.38,0.25,115.0,Moderate,12
Chandigarh,2019-12-14,39.0,70.49,8.42,14.96,14.58,57.1,0.48,10.16,4.84,3.37,0.26,44.0,Good,12
Chandigarh,2019-12-15,39.25,63.12,7.44,11.3,11.79,43.62,0.51,9.65,5.81,3.27,0.18,70.0,Satisfactory,12
Chandigarh,2019-12-16,41.79,77.26,7.23,10.15,11.16,31.34,0.53,6.58,3.7,3.04,0.18,69.0,Satisfactory,12
Chandigarh,2019-12-17,61.95,101.09,4.68,12.21,9.97,37.32,0.53,6.01,4.85,3.04,0.14,89.0,Satisfactory,12
Chandigarh,2019-12-18,49.36,82.55,6.34,11.18,10.87,33.79,0.62,5.7,3.93,4.8,0.22,95.0,Satisfactory,12
Chandigarh,2019-12-19,91.41,119.91,7.9,14.2,13.76,33.11,0.66,7.77,5.84,7.02,0.29,149.0,Moderate,12
Chandigarh,2019-12-20,98.48,132.54,8.48,14.95,14.25,42.05,0.8,8.64,8.29,8.3,0.25,204.0,Poor,12
Chandigarh,2019-12-21,68.55,119.96,5.88,11.44,10.79,40.98,0.8,5.95,8.99,7.21,0.21,199.0,Moderate,12
Chandigarh,2019-12-22,46.06,87.11,2.7,11.25,8.04,36.8,0.62,6.88,11.38,0.08,0.13,101.0,Moderate,12
Chandigarh,2019-12-23,41.79,83.61,6.97,12.09,11.87,40.76,0.66,6.83,8.97,4.17,0.22,80.0,Satisfactory,12
Chandigarh,2019-12-24,67.27,132.94,10.35,13.21,15.23,36.41,0.72,6.88,8.48,7.96,0.21,110.0,Moderate,12
Chandigarh,2019-12-25,35.08,65.55,3.48,9.79,7.92,26.09,0.49,5.65,9.85,5.42,0.11,96.0,Satisfactory,12
Chandigarh,2019-12-26,38.86,79.99,2.22,10.41,7.23,22.17,0.49,6.14,10.21,4.76,0.11,69.0,Satisfactory,12
Chandigarh,2019-12-27,61.39,131.32,3.7,14.23,10.0,25.4,0.58,4.76,6.78,6.06,0.18,97.0,Satisfactory,12
Chandigarh,2019-12-28,77.1,156.58,12.15,11.78,14.9,25.82,0.69,6.58,6.12,6.54,0.24,127.0,Moderate,12
Chandigarh,2019-12-29,58.68,99.91,11.84,12.41,16.18,24.38,0.77,5.62,9.04,7.95,0.24,149.0,Moderate,12
Chandigarh,2019-12-30,72.34,140.37,38.14,16.28,36.66,26.86,1.04,6.59,6.52,8.77,5.1,102.0,Moderate,12
Chandigarh,2019-12-31,77.06,145.42,49.23,14.74,48.79,24.95,1.24,7.27,6.62,10.96,0.42,206.0,Poor,12
Chandigarh,2020-01-01,63.22,135.76,46.81,15.96,45.21,24.73,1.11,7.79,8.1,9.14,0.38,132.0,Moderate,1
Chandigarh,2020-01-02,45.65,102.2,40.57,13.18,39.43,29.29,0.97,8.9,22.51,7.93,0.74,109.0,Moderate,1
Chandigarh,2020-01-03,45.79,94.86,36.01,11.14,34.87,46.37,0.93,11.32,14.29,8.27,1.11,102.0,Moderate,1
Chandigarh,2020-01-04,53.46,108.55,23.92,13.16,26.12,45.85,0.84,9.13,9.92,7.1,0.64,100.0,Satisfactory,1
Chandigarh,2020-01-05,51.15,106.42,6.6,13.63,12.1,35.98,0.64,8.39,9.66,5.65,0.23,109.0,Moderate,1
Chandigarh,2020-01-06,37.92,65.35,10.22,12.04,14.32,38.35,0.57,9.79,6.99,5.4,0.14,85.0,Satisfactory,1
Chandigarh,2020-01-07,28.87,48.29,29.12,11.69,29.7,39.27,0.79,8.73,8.44,6.69,0.18,56.0,Satisfactory,1
Chandigarh,2020-01-08,31.92,43.82,18.41,9.94,19.91,38.98,0.61,7.9,10.9,4.94,0.16,48.0,Good,1
Chandigarh,2020-01-09,28.35,47.36,3.41,11.19,8.54,35.22,0.44,5.58,12.51,4.01,0.37,49.0,Good,1
Chandigarh,2020-01-10,27.82,63.04,7.97,11.61,12.46,33.56,0.5,6.0,10.61,4.62,0.22,58.0,Satisfactory,1
Chandigarh,2020-01-11,46.57,108.09,19.2,15.57,23.47,24.35,0.76,6.55,8.43,6.31,0.16,80.0,Satisfactory,1
Chandigarh,2020-01-12,75.8,165.63,17.43,17.6,23.12,24.83,0.92,9.83,6.26,9.58,0.16,123.0,Moderate,1
Chandigarh,2020-01-13,63.64,120.83,18.37,15.63,23.05,29.22,0.88,7.38,7.63,8.33,0.17,170.0,Moderate,1
Chandigarh,2020-01-14,39.14,73.4,13.13,9.24,15.17,33.17,0.69,6.7,8.2,6.8,0.16,88.0,Satisfactory,1
Chandigarh,2020-01-15,46.49,85.04,12.44,12.03,16.45,31.7,0.68,7.03,9.22,6.39,0.16,77.0,Satisfactory,1
Chandigarh,2020-01-16,40.07,79.2,7.15,11.91,11.96,29.08,0.67,6.47,8.12,6.54,0.15,80.0,Satisfactory,1
Chandigarh,2020-01-17,48.86,90.27,16.22,10.91,18.44,41.64,0.75,7.18,6.46,6.81,0.19,85.0,Satisfactory,1
Chandigarh,2020-01-18,58.57,134.0,18.14,11.8,20.29,47.37,0.69,8.39,8.28,6.26,0.19,110.0,Moderate,1
Chandigarh,2020-01-19,46.76,96.89,20.11,11.33,22.08,35.94,0.78,7.99,10.35,6.54,0.29,112.0,Moderate,1
Chandigarh,2020-01-20,54.78,127.45,27.83,13.64,29.01,42.26,0.96,6.46,8.95,7.74,0.44,93.0,Satisfactory,1
Chandigarh,2020-01-21,65.75,140.69,38.7,16.84,39.52,43.79,1.03,9.06,9.56,9.44,0.6,136.0,Moderate,1
Chandigarh,2020-01-22,41.75,93.67,18.17,12.43,21.1,48.99,0.73,7.32,6.54,6.48,0.46,112.0,Moderate,1
Chandigarh,2020-01-23,29.8,72.37,1.59,10.72,6.48,50.54,0.43,5.37,12.63,3.94,0.14,73.0,Satisfactory,1
Chandigarh,2020-01-24,27.35,82.96,1.26,13.16,7.67,48.75,0.54,5.84,14.54,4.31,0.11,75.0,Satisfactory,1
Chandigarh,2020-01-25,50.16,107.88,35.84,13.38,35.43,35.96,1.03,7.56,3.2,6.75,0.28,99.0,Satisfactory,1
Chandigarh,2020-01-26,63.05,108.46,29.72,14.09,31.22,32.77,0.9,8.11,11.11,5.95,0.15,117.0,Moderate,1
Chandigarh,2020-01-27,70.05,123.37,26.66,18.67,31.12,36.16,0.98,8.26,9.31,8.21,0.36,93.0,Satisfactory,1
Chandigarh,2020-01-28,40.04,89.37,15.87,17.71,21.46,70.87,0.64,7.53,10.27,5.05,0.25,142.0,Moderate,1
Chandigarh,2020-01-29,23.83,68.76,6.6,16.39,13.86,65.83,0.51,7.44,8.83,0.0,0.0,72.0,Satisfactory,1
Chandigarh,2020-01-30,26.33,65.41,4.78,11.56,9.73,52.34,0.46,5.88,9.77,3.21,0.15,76.0,Satisfactory,1
Chandigarh,2020-01-31,33.27,66.36,4.48,12.56,7.49,68.76,0.6,6.3,7.45,5.07,0.24,55.0,Satisfactory,1
Chandigarh,2020-02-01,46.01,85.01,3.21,15.01,5.53,79.53,0.82,7.97,12.24,7.04,0.38,95.0,Satisfactory,2
Chandigarh,2020-02-02,36.92,82.32,4.52,12.5,10.0,52.13,0.57,6.96,13.45,5.16,0.16,75.0,Satisfactory,2
Chandigarh,2020-02-03,45.69,115.3,17.36,14.34,20.79,48.4,0.76,7.01,10.43,5.97,0.3,95.0,Satisfactory,2
Chandigarh,2020-02-04,48.43,112.21,32.31,16.22,34.89,45.63,0.87,8.97,11.01,7.08,0.42,113.0,Moderate,2
Chandigarh,2020-02-05,44.5,85.81,1.37,11.9,7.21,41.06,0.5,7.05,13.06,4.56,0.15,98.0,Satisfactory,2
Chandigarh,2020-02-06,44.26,93.7,15.06,13.75,18.79,51.85,0.71,7.71,9.21,5.77,0.33,83.0,Satisfactory,2
Chandigarh,2020-02-07,52.11,95.92,29.84,17.65,28.07,52.94,0.82,9.1,9.83,6.73,0.42,102.0,Moderate,2
Chandigarh,2020-02-08,56.44,94.22,9.91,15.27,15.03,37.51,0.67,7.94,10.93,5.92,0.24,91.0,Satisfactory,2
Chandigarh,2020-02-09,58.61,103.76,23.06,19.65,28.42,24.01,0.82,10.03,9.18,6.61,0.3,101.0,Moderate,2
Chandigarh,2020-02-10,58.08,109.57,25.78,18.27,30.22,26.54,0.89,8.69,10.81,6.72,1.58,109.0,Moderate,2
Chandigarh,2020-02-11,55.99,118.21,18.39,17.75,24.25,34.43,0.85,8.71,11.89,6.74,2.6,109.0,Moderate,2
Chandigarh,2020-02-12,54.47,114.12,3.68,15.96,11.31,32.97,0.65,8.35,19.25,5.87,0.17,110.0,Moderate,2
Chandigarh,2020-02-13,45.96,94.73,1.7,14.52,8.96,33.61,0.59,9.29,17.07,5.64,0.16,102.0,Moderate,2
Chandigarh,2020-02-14,38.65,96.46,1.54,13.63,8.36,36.75,0.49,8.37,16.15,4.98,0.2,94.0,Satisfactory,2
Chandigarh,2020-02-15,38.73,92.66,1.43,14.94,8.94,36.5,0.56,9.09,17.84,4.98,0.14,94.0,Satisfactory,2
Chandigarh,2020-02-16,44.75,97.01,10.51,18.43,17.9,30.26,0.68,9.39,12.34,5.74,0.21,99.0,Satisfactory,2
Chandigarh,2020-02-17,37.34,84.86,6.64,17.18,14.42,29.55,0.61,8.07,15.63,5.3,0.2,88.0,Satisfactory,2
Chandigarh,2020-02-18,39.85,114.47,4.45,17.63,12.56,50.52,0.66,9.85,11.62,5.45,0.2,94.0,Satisfactory,2
Chandigarh,2020-02-19,49.94,140.48,29.86,23.78,36.57,47.46,1.0,8.79,12.05,8.7,0.41,124.0,Moderate,2
Chandigarh,2020-02-20,40.09,105.55,3.48,22.32,14.23,51.36,0.66,10.52,10.35,5.38,0.22,114.0,Moderate,2
Chandigarh,2020-02-21,17.74,36.33,5.72,19.61,14.1,51.13,0.58,11.11,8.22,4.37,0.12,72.0,Satisfactory,2
Chandigarh,2020-02-22,28.86,59.53,9.04,16.27,15.75,56.93,0.61,9.63,15.11,5.0,0.16,50.0,Good,2
Chandigarh,2020-02-23,26.21,65.46,11.93,16.68,18.18,54.07,0.67,10.0,15.54,5.4,0.15,64.0,Satisfactory,2
Chandigarh,2020-02-24,22.11,68.15,8.68,14.65,14.71,57.43,0.54,10.26,14.02,4.5,0.17,61.0,Satisfactory,2
Chandigarh,2020-02-25,31.08,78.66,8.84,17.82,16.43,53.71,0.65,11.05,13.07,5.38,0.18,78.0,Satisfactory,2
Chandigarh,2020-02-26,36.76,96.77,23.97,21.72,30.21,42.06,0.91,11.17,11.33,6.28,0.17,83.0,Satisfactory,2
Chandigarh,2020-02-27,55.33,122.12,20.93,22.96,28.95,44.13,1.03,11.55,10.96,8.48,0.24,112.0,Moderate,2
Chandigarh,2020-02-28,48.22,112.13,9.79,19.63,18.3,60.86,0.79,9.13,14.79,7.02,0.21,112.0,Moderate,2
Chandigarh,2020-02-29,24.21,56.88,12.13,19.64,19.59,59.45,0.63,8.1,13.73,5.02,0.15,86.0,Satisfactory,2
Chandigarh,2020-03-01,16.87,53.56,26.74,19.34,31.78,51.59,0.7,9.37,10.24,5.43,0.13,62.0,Satisfactory,3
Chandigarh,2020-03-02,32.21,75.25,21.81,19.91,27.96,51.7,0.72,11.08,9.32,5.67,0.15,66.0,Satisfactory,3
Chandigarh,2020-03-03,35.14,90.3,9.78,16.91,16.8,66.95,0.6,9.75,12.35,5.31,0.13,82.0,Satisfactory,3
Chandigarh,2020-03-04,35.6,101.85,14.24,21.84,22.8,68.95,0.77,10.94,12.72,6.69,0.16,97.0,Satisfactory,3
Chandigarh,2020-03-05,20.93,64.03,6.33,21.44,16.33,58.7,0.52,8.94,13.74,4.8,0.14,86.0,Satisfactory,3
Chandigarh,2020-03-06,13.67,38.03,4.61,17.43,12.82,58.92,0.4,7.91,11.92,3.56,0.93,49.0,Good,3
Chandigarh,2020-03-07,13.4,26.33,18.12,12.2,20.48,59.19,0.57,6.45,5.37,3.66,2.35,35.0,Good,3
Chandigarh,2020-03-08,22.56,46.29,26.85,14.69,29.63,55.11,0.66,8.51,12.53,5.13,2.25,62.0,Satisfactory,3
Chandigarh,2020-03-09,21.62,53.89,1.64,13.26,8.13,54.32,0.38,7.63,15.71,3.43,2.65,47.0,Good,3
Chandigarh,2020-03-10,29.78,76.2,7.71,18.13,15.51,64.07,0.6,9.69,12.53,4.58,2.53,69.0,Satisfactory,3
Chandigarh,2020-03-11,27.87,69.71,11.05,20.98,19.56,63.51,0.63,8.38,10.97,5.07,2.87,74.0,Satisfactory,3
Chandigarh,2020-03-12,19.08,38.09,7.16,19.73,15.69,69.07,0.54,8.23,15.5,3.99,2.84,49.0,Good,3
Chandigarh,2020-03-13,17.86,40.9,6.34,18.04,14.58,69.88,0.46,8.05,17.15,3.59,2.84,50.0,Good,3
Chandigarh,2020-03-14,9.63,23.2,4.21,12.29,9.75,69.21,0.38,10.93,16.26,3.1,2.96,29.0,Good,3
Chandigarh,2020-03-15,10.57,36.5,4.62,9.66,8.78,82.11,0.46,9.47,15.62,3.49,2.61,30.0,Good,3
Chandigarh,2020-03-16,21.2,70.76,3.76,9.14,7.39,87.95,0.47,10.27,12.37,3.51,1.5,56.0,Satisfactory,3
Chandigarh,2020-03-17,18.52,76.08,2.35,8.04,6.29,100.35,0.5,9.45,15.24,3.93,0.15,77.0,Satisfactory,3
Chandigarh,2020-03-18,20.51,82.33,1.72,8.72,5.92,79.79,0.56,9.75,15.7,4.28,0.16,79.0,Satisfactory,3
Chandigarh,2020-03-19,23.59,83.69,4.97,11.22,9.8,75.59,0.66,10.23,14.59,5.24,0.26,85.0,Satisfactory,3
Chandigarh,2020-03-20,24.17,78.67,9.26,12.79,14.12,75.77,0.76,14.03,14.31,6.09,0.34,79.0,Satisfactory,3
Chandigarh,2020-03-21,21.88,74.23,7.22,12.43,12.3,72.55,0.71,13.58,14.99,5.94,0.33,76.0,Satisfactory,3
Chandigarh,2020-03-22,18.63,42.79,4.03,9.7,8.37,60.29,0.53,11.7,14.6,4.08,0.22,62.0,Satisfactory,3
Chandigarh,2020-03-23,14.77,38.24,2.41,10.02,7.16,53.38,0.54,11.08,15.03,4.12,0.21,39.0,Good,3
Chandigarh,2020-03-24,16.69,34.29,2.07,9.91,6.82,50.69,0.5,11.95,13.7,3.98,0.21,36.0,Good,3
Chandigarh,2020-03-25,15.43,37.65,3.62,8.88,6.15,42.77,0.52,11.13,13.78,3.58,0.19,35.0,Good,3
Chandigarh,2020-03-26,13.28,40.33,1.85,8.79,6.07,41.23,0.5,10.54,12.43,3.53,0.13,39.0,Good,3
Chandigarh,2020-03-27,18.86,34.12,2.98,9.17,6.85,40.12,0.5,9.61,10.49,3.78,0.16,40.0,Good,3
Chandigarh,2020-03-28,7.73,15.78,1.67,9.4,6.25,34.53,0.38,9.64,14.02,2.74,0.11,26.0,Good,3
Chandigarh,2020-03-29,18.82,41.48,1.33,9.31,5.96,41.67,0.3,10.6,17.01,2.75,1.56,30.0,Good,3
Chandigarh,2020-03-30,12.34,29.51,1.55,10.05,6.48,48.87,0.38,9.61,17.27,2.98,0.26,38.0,Good,3
Chandigarh,2020-03-31,15.51,39.66,1.46,10.85,6.85,43.04,0.49,9.39,13.55,3.64,0.13,34.0,Good,3
Chandigarh,2020-04-01,12.25,26.47,2.32,10.86,7.53,39.2,0.4,10.8,14.86,2.87,0.13,32.0,Good,4
Chandigarh,2020-04-02,11.2,31.54,1.47,9.8,6.3,34.46,0.39,8.68,19.4,2.94,0.11,34.0,Good,4
Chandigarh,2020-04-03,11.91,22.03,1.53,11.26,7.14,32.8,0.39,7.84,19.39,2.93,0.1,33.0,Good,4
Chandigarh,2020-04-04,12.77,29.32,1.47,11.97,7.43,32.37,0.46,10.1,20.12,3.27,0.1,34.0,Good,4
Chandigarh,2020-04-05,15.43,34.61,2.15,13.07,8.54,33.74,0.54,10.4,17.37,3.59,0.18,35.0,Good,4
Chandigarh,2020-04-06,20.93,47.96,1.66,10.91,6.06,46.0,0.41,12.81,22.15,3.1,0.82,41.0,Good,4
Chandigarh,2020-04-07,11.46,40.6,0.98,9.63,5.81,49.62,0.38,7.77,20.86,3.09,0.46,45.0,Good,4
Chandigarh,2020-04-08,11.19,33.44,1.66,11.89,7.54,40.9,0.42,9.68,21.26,2.75,0.51,38.0,Good,4
Chandigarh,2020-04-09,10.0,24.49,2.22,12.34,8.22,39.61,0.5,9.6,19.04,3.02,0.57,35.0,Good,4
Chandigarh,2020-04-10,12.37,35.91,1.98,11.89,7.79,36.11,0.47,9.6,20.02,3.23,0.56,36.0,Good,4
Chandigarh,2020-04-11,14.16,42.72,2.58,11.66,8.18,34.48,0.53,10.29,22.93,3.47,0.64,42.0,Good,4
Chandigarh,2020-04-12,15.62,44.12,1.34,10.16,6.38,33.38,0.51,12.02,27.2,3.32,0.62,46.0,Good,4
Chandigarh,2020-04-13,19.73,44.85,1.68,10.72,6.95,31.33,0.54,9.92,26.65,3.43,0.63,45.0,Good,4
Chandigarh,2020-04-14,18.52,56.62,1.93,11.69,7.66,29.25,0.57,10.29,32.23,3.61,0.64,56.0,Satisfactory,4
Chandigarh,2020-04-15,22.97,82.04,1.34,11.23,6.94,23.31,0.49,10.92,38.63,3.73,0.66,71.0,Satisfactory,4
Chandigarh,2020-04-16,21.93,61.39,2.49,11.04,7.75,24.21,0.59,13.23,22.37,3.79,0.74,74.0,Satisfactory,4
Chandigarh,2020-04-18,10.05,41.58,1.41,10.35,6.56,28.06,0.37,8.81,29.03,2.12,0.48,55.0,Satisfactory,4
Chandigarh,2020-04-19,6.86,22.51,2.12,10.47,7.17,28.76,0.41,8.56,26.86,2.05,0.5,39.0,Good,4
Chandigarh,2020-04-20,11.4,20.39,3.53,11.89,9.05,31.13,0.57,9.65,17.41,2.53,0.54,34.0,Good,4
Chandigarh,2020-04-21,12.87,32.33,3.78,13.35,9.8,46.36,0.47,13.26,20.84,3.33,0.52,37.0,Good,4
Chandigarh,2020-04-22,11.29,24.44,3.23,12.47,9.09,43.25,0.58,9.62,23.17,2.82,0.56,41.0,Good,4
Chandigarh,2020-04-23,16.05,35.61,3.05,12.3,8.83,34.79,0.59,10.74,30.31,2.84,0.58,50.0,Good,4
Chandigarh,2020-04-24,14.91,43.08,2.89,13.2,9.2,31.08,0.6,11.72,31.17,3.13,0.64,57.0,Satisfactory,4
Chandigarh,2020-04-25,17.25,60.12,2.01,11.93,7.88,28.7,0.57,13.36,38.25,3.48,0.58,63.0,Satisfactory,4
Chandigarh,2020-04-26,12.34,25.87,2.4,12.06,8.22,27.13,0.53,11.13,28.09,2.83,0.46,51.0,Satisfactory,4
Chandigarh,2020-04-27,10.3,21.14,2.82,12.76,8.9,27.6,0.53,11.83,23.89,2.89,0.44,35.0,Good,4
Chandigarh,2020-04-28,12.25,34.79,3.56,13.24,9.54,37.29,0.45,10.82,17.08,3.07,3.01,40.0,Good,4
Chandigarh,2020-04-29,14.57,40.93,2.7,12.76,8.84,49.89,0.59,13.77,24.1,3.66,0.54,40.0,Good,4
Chandigarh,2020-04-30,21.39,59.34,1.7,10.33,6.78,34.73,0.56,13.18,20.02,3.12,0.5,54.0,Satisfactory,4
Chandigarh,2020-05-01,22.24,62.94,2.63,11.59,8.18,30.38,0.54,14.28,35.76,3.32,0.49,60.0,Satisfactory,5
Chandigarh,2020-05-02,19.81,64.91,0.87,9.84,5.83,26.22,0.45,12.38,19.61,2.77,0.4,64.0,Satisfactory,5
Chandigarh,2020-05-03,17.98,46.16,1.37,8.65,5.62,27.53,0.45,8.91,28.81,2.89,0.37,66.0,Satisfactory,5
Chandigarh,2020-05-04,10.42,27.26,2.14,11.69,7.66,26.5,0.51,8.62,27.24,2.21,0.42,50.0,Good,5
Chandigarh,2020-05-05,17.99,49.93,5.65,13.03,10.22,30.81,0.48,12.12,47.91,4.42,7.13,52.0,Satisfactory,5
Chandigarh,2020-05-06,16.21,51.32,1.47,12.43,7.69,30.09,0.46,12.46,36.4,1.56,0.65,60.0,Satisfactory,5
Chandigarh,2020-05-07,13.54,50.6,2.44,12.5,8.47,25.12,0.59,12.11,30.3,1.62,0.17,56.0,Satisfactory,5
Chandigarh,2020-05-08,18.31,58.59,2.66,13.77,9.35,24.59,0.64,13.67,35.8,2.15,0.21,64.0,Satisfactory,5
Chandigarh,2020-05-09,23.0,68.68,1.84,13.92,8.79,26.61,0.61,13.91,34.83,2.34,0.65,74.0,Satisfactory,5
Chandigarh,2020-05-10,24.15,70.6,1.28,12.1,7.2,33.88,0.67,10.23,18.29,1.87,0.3,77.0,Satisfactory,5
Chandigarh,2020-05-11,16.39,32.19,2.15,13.19,8.4,30.1,0.51,10.11,34.39,1.61,0.48,92.0,Satisfactory,5
Chandigarh,2020-05-12,17.07,51.9,0.97,13.43,7.74,30.08,0.49,10.11,31.48,1.61,0.19,62.0,Satisfactory,5
Chandigarh,2020-05-13,34.57,80.7,2.32,16.16,10.29,35.92,0.71,13.26,21.28,2.62,1.18,66.0,Satisfactory,5
Chandigarh,2020-05-14,29.6,76.43,2.72,11.53,8.22,42.09,0.64,11.32,25.04,1.78,0.54,81.0,Satisfactory,5
Chandigarh,2020-05-15,12.35,44.33,2.09,11.65,7.66,43.37,0.41,9.11,33.0,1.36,1.31,63.0,Satisfactory,5
Chandigarh,2020-05-16,20.83,58.34,2.14,12.38,8.18,41.37,0.58,12.49,36.18,2.13,0.92,60.0,Satisfactory,5
Chandigarh,2020-05-17,22.99,55.25,2.75,14.01,9.53,33.61,0.62,14.73,33.99,3.15,0.24,64.0,Satisfactory,5
Chandigarh,2020-05-18,21.46,64.99,2.94,13.04,9.18,35.06,0.59,11.78,36.21,3.82,0.95,65.0,Satisfactory,5
Chandigarh,2020-05-19,16.47,46.79,4.27,15.7,11.67,46.44,0.48,10.49,35.86,2.84,1.0,66.0,Satisfactory,5
Chandigarh,2020-05-20,17.59,62.46,2.84,4.12,9.68,9.7,0.5,11.89,37.58,3.94,1.72,60.0,Satisfactory,5
Chandigarh,2020-05-21,29.03,114.38,3.1,3.97,10.41,17.87,0.6,14.87,38.8,4.01,1.19,82.0,Satisfactory,5
Chandigarh,2020-05-22,35.93,148.36,2.98,4.31,10.11,25.39,0.67,13.91,41.74,4.75,0.74,116.0,Moderate,5
Chandigarh,2020-05-23,35.26,115.35,2.99,4.15,9.9,25.6,0.56,12.99,50.61,4.74,1.22,130.0,Moderate,5
